lc,quantity,serving_size,packaging_tags,brands_tags,categories_tags,labels_tags,countries_tags,stores_tags,allergens_tags,traces_tags,nutrition_data_per,nutrition_data_prepared_per,energy-kj_value,energy-kcal_value,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,fiber_value,fiber_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,vitamin-d_value,vitamin-d_unit,calcium_value,calcium_unit,iron_value,iron_unit,packaging_1_shape,packaging_1_material,packaging_2_shape,packaging_2_material,link,off:food_groups,off:food_groups_tags,off:nova_groups,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_grade,off:ecoscore_score,off:ecoscore_data.missing_key_data,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.origins_of_ingredients.value,off:ecoscore_data.adjustments.packaging.value,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,off:ecoscore_data.adjustments.production_system.value,off:ecoscore_data.adjustments.threatened_species.value,data_sources,product_name,ingredients
pt,170,,,nestle,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers",,en:spain,,"en:gluten,en:milk,en:soybeans",,100g,serving,2178.0,,26.9,g,15.2,g,61.5,g,52.5,g,1.5,g,7.2,g,0.28,g,0.112,g,2178.0,kJ,,,,,,,,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,26.0,c,47.0,1.0,23853.0,-5,-15,1,0,-10.0,,KitKat,"Açúcar, manteiga de cacau, farinha de trigo, leite em pó magro, leite em pó, gorduras vegetais (Palma/ Shea/ Sebo de Bornéu/ Mangueira da India/ Brindoeiro/ Sal), lactose e proteínas de soro de leite, soro de leite em pó, gordura láctea, emulsionantes (lecitina de girassol e de soja), aroma natural (baunilha), levedura, naturais, aromas levedante químico (bicarbonatos de sódio), sal. Cacau no chocolate de leite: 25% mínimo. Contém outras gorduras vegetais além da manteiga de cacau."
es,187 ,,,nestle,,,en:spain,,,,100g,100g,,545.0,32.3,g,17.4,g,56.9,g,54.0,g,1.6,g,8.1,g,0.18,g,0.072,g,545.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps, App - smoothie-openfoodfacts",Nestle Bestial Mix,
es,,,,nestle,"en:dairies,en:condensed-milks",,en:spain,,,,100g,100g,,321.0,8.0,g,4.6,g,54.9,g,54.9,g,0.0,g,7.5,g,0.2,g,0.08,g,321.0,kcal,,,,,,,,,,,,,,,unknown,d,18.0,b,65.0,1.0,19026.0,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Leche condensada,
es,900 ,25 g,,nestle,"en:baby-foods,en:cereals-for-babies",en:no-added-sugar,en:spain,,,,100g,100g,,397.0,4.9,g,1.0,g,73.8,g,19.7,g,7.0,g,11.0,g,0.1,g,0.04,g,397.0,kcal,11.5,µg,206.0,mg,13.1,mg,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Papilla 8 cereales con cacao,
es,,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:plain-fermented-dairy-desserts",,en:spain,,en:milk,,100g,100g,,49.0,0.6,g,0.0,g,5.5,g,5.3,g,,,5.5,g,0.2,g,0.08,g,49.0,kcal,,,,,,,,,,,,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",4.0,en:4-ultra-processed-food-and-drink-products,a,-2.0,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Sveltesse natural,"Leche desnatada, proteínas de leche, gelatina, fermentos lácteos, vitamina D."
es,625 ,30 g,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals","en:nutriscore,en:nutriscore-grade-a",en:spain,,en:gluten,"en:milk,en:nuts",100g,100g,,388.0,4.8,g,2.0,g,73.6,g,22.4,g,7.5,g,8.8,g,0.22,g,0.088,g,388.0,kcal,3.1,µg,502.0,mg,12.1,mg,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,a,-1.0,e,15.0,1.0,32135.0,-5,-15,1,0,-10.0,"App - smoothie-openfoodfacts, Apps",Chocapic,"Trigo integral (35%), chocolate en polvo (22,5%) [azúcar, cacao en polvo (7,2%)], harina de trigo (17%), sémola de maíz (15,2%), jarabe de glucosa deshidratado, azúcar, extracto de malta de cebada (cebada, malta de cebada), contiene aceite de girasol y/o palma, carbonato cálcico, emulgente (lecitinas), sal, aromas naturales, hierro, niacina, ácido pantoténico, vitamina D, vitamina B6, tiamina, riboflavina, ácido fólico."
es,4x?,,,nestle,es:helado-chocolate,,en:spain,,"en:gluten,en:milk,en:nuts,en:soybeans",,100g,100g,,303.0,14.0,g,14.0,g,40.0,g,26.0,g,2.1,g,4.1,g,0.34,g,0.136,g,303.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,d,17.0,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",Maxibon jungly,"LECHE desnatada en polvo reçuda, azocer horios de TRIGO, ejerobe de glucosa proses vegetales (caca, polul, a [25% LACTEO en polve, coce en poles 12.5 %1 BUTTEROIL LECHE desnatade en polve, cocon mogen pol, jobe de tes (monoglicerides y diglicéridos de ácidos gresos, lecitine de SOJA, F 4761, estobilizantes (gema garrafie, go go gcats vide LACTOSA 500 E 503) netorales, poste de AVELLANA, sal, aroma, era natural de vainilla. Chocolate al bed 15% Puede contener FRUTOS DE CASCARA HUEVO y otros cereales que contienen GLUTEN MOSTAZA"
es,200ml,50g,en:tetra-pak,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:plant-based-creams,en:plant-based-creams-for-cooking,en:oat-based-creams-for-cooking","en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-012-as,en:european-vegetarian-union,en:european-vegetarian-union-vegan",en:spain,,en:soybeans,,100g,100g,336.0,81.0,6.2,g,0.5,g,5.0,g,0.0,g,0.5,g,1.0,g,0.16,g,0.064,g,336.0,kJ,,,,,,,en:brick,en:tetra-pak,,,https://www.nestlefamilyclub.es/producto/nestle-ideal-avena-veggie-bio-200ml,,,4.0,en:4-ultra-processed-food-and-drink-products,b,1.0,unknown,,,,-5,-4,0,15,,"App - yuka, Apps, App - InFood",Ideal avena. Alternativa vegana y bio,"Agua, harina integral de avena (8%), aceites vegetales (girasol alto oleico, nabina, girasol), sal, emulgente (lecitina de soja),"
es,200 ml,,,nestle,,,en:spain,,,,100g,100g,,160.0,6.3,g,1.0,g,9.0,g,1.4,g,2.5,g,9.0,g,1.1,g,0.44,g,160.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Resource Diabet Plus Vainilla,
es,330ml,345g,es:tetrabrik,nestle,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts",en:green-dot,en:spain,,en:milk,,100g,100g,,54.0,0.7,g,0.4,g,3.3,g,3.0,g,0.0,g,8.7,g,0.1,g,0.04,g,54.0,kcal,,,,,,,,,,,,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",4.0,en:4-ultra-processed-food-and-drink-products,c,5.0,d,23.0,1.0,19508.0,1,-15,1,0,,"App - yuka, Apps, App - Open Food Facts",Lindahls pro,"Contém uma fonte de fenilalanina. /Contiene una fuente de SueTo lacteo, agua, aroma natural, concentrado de vegetales (bártamo, zanahoria y espirulina), termentos lácteos, enzima tngredientes. Leche desnatada pasteurizada, proteinas de lactasa, coagulante de la leche microbiano, edulcorantes BIEN AGITAR BEM . AG LEITE FERMENTAD0 MAGRO CONCENTRADO COM SABOR A NOZ E BANANA. CONTEM EDULCORANTES. LECHE DESNATADA FERMENTADA CONCENTRADA CON SABOR A NUECES Y PLATANO. CONTIENE EDULCORANTES. ngredientes. Leite magro pasteurizado, proteinas de soro acteo, água, aroma natural, concentrado de vegetais (cartamo, Cenoura e spirulina), fermentos lácteos, enzima lactast, coallo uicorantes (aspartame, acessulfame K), vitamina D Ingredientes. Leche desnatada pasteurizada, proteinas te aio, zanahoria y espirulina) fermentos lacteos enzitmat laspartamo, acesulfamo K), vitamina D. om uma fonte de fenilalaguna / Contiene una luene u fenílalanina. nda"
es,,,,nestle,en:assortiments-de-bonbons-de-chocolat,,en:spain,,en:milk,,100g,100g,,588.0,43.0,g,24.2,g,38.1,g,33.2,g,,,7.6,g,0.14,g,0.056,g,588.0,kcal,,,,,,,,,,,,,,1.0,en:1-unprocessed-or-minimally-processed-foods,e,24.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - InFood",Dark sublime,grasa láctea anhidra
es,,,,nestle,,,en:spain,,,,100g,100g,,5.0,9.0,g,0.7,g,21.0,g,5.7,g,,,5.6,g,0.5,g,0.2,g,5.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - smoothie-openfoodfacts",Resource energy,
es,,,,nestle,pt:papas,,en:spain,,,,100g,100g,1682.0,402.0,4.6,g,0.3,g,76.6,g,18.4,g,5.0,g,11.0,g,0.1,g,0.04,g,1682.0,kj,,,,,,,,,,,,,,,unknown,a,-1.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - smoothie-openfoodfacts",Cerelac,
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates",,en:spain,,,,100g,100g,,542.0,31.1,g,17.9,g,58.4,g,57.5,g,,,6.3,g,0.16,g,0.064,g,542.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",,unknown,e,26.0,e,18.0,1.0,31004.0,-5,-15,1,0,,"App - yuka, Apps",Chocolate con leche,
es,,,,nestle,,"en:no-gluten,en:organic,en:eu-organic,en:fr-bio-01,en:no-added-sugar",en:spain,,,,100g,100g,,59.0,0.5,g,0.10000000149012,g,12.0,g,9.8000001907349,g,,,0.40000000596046,g,0.013000000268221,g,0.0052000001072884,g,59.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,15,,"App - elcoco, Apps, App - yuka, App - El CoCo",Naturnes Bio,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,57.0,0.1,g,0.01,g,12.1,g,10.5,g,,,0.4,g,,,,,57.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Manzana mango,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - El CoCo, Apps",,
es,,,,nestle,,,en:spain,,,,100g,100g,,527.0,3.5,g,0.6,g,14.0,g,6.5,g,2.5,g,9.4,g,0.0,g,0.0,g,527.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestle Resource Protein Fibra,
es,,,,nestle,en:baby-foods,en:no-palm-oil,en:spain,,,,100g,100g,,299.0,3.2,g,0.8,g,9.0,g,5.0,g,,,1.6,g,0.1,g,0.04,g,299.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nidina premium 4,
es,,,,nestle,,en:no-palm-oil,en:spain,,,,100g,100g,,,,,0.0,g,,,0.0,g,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",NAN AR expert pro,
es,,,,nestle,,"en:no-colorings,en:no-palm-oil",en:spain,,,,100g,100g,,400.0,7.5999999046326,g,4.4000000953674,g,70.900001525879,g,20.0,g,,,8.5,g,0.75999999046326,g,0.303999996185304,g,400.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestle Fitness Choco,
es,,,,nestle,"en:beverages,en:dairies,en:dairy-drinks,en:flavoured-milks,en:chocolate-milks",en:no-gluten,en:spain,,,,100g,100g,,53.0,0.9,g,0.5,g,7.4,g,7.2,g,,,3.4,g,0.1,g,0.04,g,53.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,e,13.0,d,29.0,1.0,19122.0,-5,-15,1,0,,"App - yuka, Apps",Nesquik all natural batido de chocolate,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,389.0,3.0,g,0.30000001192093,g,83.0,g,4.0,g,,,7.0,g,,,,,389.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Cereales sin gluten,
es,,,,nestle,en:dairies,"en:no-preservatives,en:contains-gluten","en:france,en:spain",,"en:gluten,en:milk",,100g,100g,,96.0,3.2,g,1.8,g,13.1,g,10.0,g,0.5,g,3.4,g,0.1,g,0.04,g,96.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,b,2.0,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Nestlé Iogolino Mini Natillas,"Leche (89,4%). sémola de trigo duro (1,0%). almidon modificado de maiz. concentrado de sales minerales làcteas. sales minerales (citrato de magnesio y sulfato de zinc). aroma de vainilla y estabilizante (goma garrofin). Contiene gluten."
es,,,,nestle,"en:cocoa-and-its-products,en:cocoa-and-chocolate-powders",en:no-colorings,en:spain,,,,100g,100g,,372.0,1.8,g,0.6,g,76.3,g,24.9,g,,,8.7,g,0.43,g,0.172,g,372.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,e,4.0,1.0,18167.0,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Nesquik,
es,,,,nestle,,en:no-added-sugar,en:spain,,,,100g,100g,,423.0,8.6,g,1.3,g,76.0,g,2.8,g,,,9.7,g,,,,,423.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nutripuffs,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,0.0,0.0,g,0.0,g,0.0,g,0.0,g,,,0.0,g,0.0,g,0.0,g,0.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé NANCARE Vitamina D,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,,,,0.0,g,,,0.0,g,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nancare,
es,,,,nestle,en:dietary-supplements,"en:no-gluten,en:no-added-sugar",en:spain,,,,100g,100g,,355.0,1.0,g,0.8,g,56.0,g,51.0,g,,,31.0,g,1.0,g,0.4,g,355.0,kcal,,,,,,,,,,,,,,,unknown,d,18.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Meritene Fuerza y Vitalidad,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - El CoCo, Apps","La Lechera, veggie",
es,600 ,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals,en:cereal-flakes-with-chocolate","en:no-colorings,en:no-palm-oil",en:spain,,,,100g,100g,,397.0,7.0,g,4.0,g,71.3,g,19.1,g,,,8.6,g,0.77,g,0.308,g,397.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,d,14.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo, App - InFood",Cereales Nestlé Fitness Chocolate con Leche,
es,,,,nestle,,"en:organic,en:eu-organic,en:no-added-sugar",en:spain,,,,100g,100g,,429.0,9.6999998092651,g,1.2999999523163,g,71.900001525879,g,1.8999999761581,g,,,12.0,g,,,,,429.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,15,,"App - yuka, Apps",NaturNes,
es,,,,nestle,,en:no-palm-oil,en:spain,,,,100g,100g,,80.0,3.6,g,0.3,g,9.5,g,5.8,g,,,2.3,g,0.6,g,0.24,g,80.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé crecimiento,
es,,,,nestle,,"en:organic,en:eu-organic,en:fr-bio-01,en:no-added-sugar",en:spain,,,,100g,100g,,72.0,2.9,g,2.1,g,10.2,g,5.0,g,,,0.8,g,0.0,g,0.0,g,72.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,15,,"App - yuka, Apps, App - El CoCo",Yogur Mango/Kiwi,
en,,100.0g,,nestle,,,en:spain,,,,100g,100g,,93.0,3.1,g,1.9,g,13.0,g,9.3,g,0.5,g,3.1,g,0.1,g,0.04,g,93.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Nestle p'tit gourmand,
es,,,,nestle,en:dairies,en:no-lactose,"en:mexico,en:spain,fr:francia",,en:milk,,100g,100g,,525.0,29.5,g,27.0,g,62.75,g,8.75,g,0.0,g,1.75,g,0.77,g,0.308,g,525.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,e,20.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo, App - InFood",Coffee mate,"CONTIENE CASEINATO DE SODIO (DERIVADO DE LA INGREDIENTES: SÓLIDOS DE MAIZ, ACEITE VEGETA HIDROGENADO, CASEINATO DE SODIO, FOSEATD HIDROGENADO DIPOTÁSICO (ANTJAGLOMERANTE, MONO Y DIGLICERIDOS DE ACIDOS GRASIS (EMULSIFICANTE O ESTABILIZANTE, DIOAIDO DE SILICIO (ANTIAGLOMERANTE), SABORIZANES ARTIFICIALES, CARRAGENINA ESPESANTE O TEXTURIZANTE), ESTERES DE ACIDO DACETIL TARTÁRICO (EMULSIFICANTE, ESTABILIZANIE T COLORANTES (ANNATTOY CURCUMA), PROTEÍNA DE LECHE),"
es,40 ,,,nestle,,,en:spain,,,,100g,100g,,367.0,2.2,g,0.5,g,69.0,g,0.7,g,,,12.0,g,0.05,g,0.02,g,367.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Shredded wheat bitesize,
en,104,26g,"en:plastic,en:bag,en:fresh,en:green-dot,en:mixed-plastic-packet,en:produkt,en:stuck,fr:sachet-fraicheur",nestle,"en:dairies,en:snacks,en:desserts,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:dairy-desserts,en:bars,en:biscuits-and-cakes,en:chocolate-candies,en:fresh-foods,en:cakes,en:cereal-bars,en:chocolate-desserts,en:bars-covered-with-chocolate,en:chocolate-cakes,en:chocolate-cereal-bars,en:chocolate-confectionery-with-dairy-filling",en:green-dot,"en:austria,en:france,en:spain,en:switzerland,en:united-kingdom","carrefour,tesco","en:eggs,en:gluten,en:milk,en:soybeans","en:nuts,en:peanuts,en:soybeans",100g,100g,1683.0,403.0,22.0,g,10.0,g,43.0,g,31.0,g,2.0,g,7.6,g,0.43,g,0.172,g,1683.0,kJ,,,,,,,en:packet,en:plastic,en:bag,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,19.0,d,24.0,,31012.0,-5,-15,2,0,-10.0,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Horizon, App - InFood, App - Open Food Facts",Nesquik milk slice cacao,"_Leche_ entera 35,7%, azúcar, aceite de palma, harina de _trigo_, _leche_ desnatada en polvo, cacao desgrasado en polvo 5,2%, aceite de girasol, dextrosa, _huevo_ en polvo, jarabe de glucosa-fructosa, almidón de patata, aromas naturales, emulgente (monoglicéridos y diglicéridos de ácidos grasos), gasificantes (difosfatos, bicarbonato sódico), sal, _lactosa_."
fr,,,,nestle,,en:pure-cocoa-butter,en:spain,,"en:gluten,en:milk",,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - InFood",Smarties,"sugar, skimmed milk powder, cocoa mass, cocoa butter, wheat flour, butterat (from milk), lactose and proteins from whey (from, milk), whey powder (from milk), rice starch, emulsifier (lecithins), colours (beetool red, beta-carotene, curcumin), spirulina concentrate, glazing agents (carnauba wax, beeswax white), vegetable concentrates (safflower, radish), barley malt extract, important: young children (less than 4 years) have limited chewing ability and could choke on small candies,  milk chocolate candies (65%) drageified, ingredients: sugar, skimmed milk powder, cocoa paste, cocoa butter, ble flour, anhydrous milk fat, whey powder, rice starch, emulsifier (lecithins), colours (red beetroot, carotenoids, cine), spirulina concentrate, glazing agents (carnauba wax, white beeswax), plant concentrates (safflower, radish),  orge evil extract, important: young children (under 4 years old) have limited chewing abilities and can choke on small confidants, de shokolinsen (65% milchschokolade) mit zuckerüberzug, zutaten: zucker, magermilchpulver, kakaomasse, kakaobutter, weizenmehl, butterreinfett, molkenerzeugnis, reisstärke, emulgator lecithine, farbstoff (betenrot, carotin, kurkumin), spirulinkonzentrat, überzugsmittel (carnaubawachs, bienenwachs weiß), pflanzenkonzentrate  (färberdistel, rettich), gershmalzextrakt, wichtig: kleinkinder (unter 4 jahren) verfügen über eine verminderte kaufähigkeit und könnten sich an kleinen süßigkeiten verschlucken, ch con pieni di cioccolato al latte 65%, ingredienti: zucchero, latte scremato in polvere, pasta di cacao, burro di cacao, farina di frumento, burro onidro, lattosio e proteine del siero di latte in polvere, amido di riso,  emulsionante lecitin, coloranti (rosso di barbabietola, aroteni, curcumino), concentrato di spirulina, agenti di rivestimento (cera di carnauba, cera d'api bianca), concentrati di vegetali (cartamo, romello), estratto di malto d'orzo, importante: i bambini piccoli (di età inferiore ai 4 anni) hanno limitata capacità di masticazione potrebbero soffocarsi con alimenti di piccole dimensioni, grag lac grasa concentrad de chocolate con leche (65%),  ingredients: azúcar, leche desnatada en polvo, cacao, manteca de cacao, harina de trigo, anhidro, suero de leche en polvo, almidón de arroz, emulgente (lecitinas), colorants (rojo de remolacha, carotenos, curcumina), irulina, agentes de recubrimiento (cera cornauba, cera de abeja blanca), concentrados de plantas (cártamo, rábano), extracto ada importante: los niños pequeños (menores de 4 años) tienen una capacidad limitada para masticar y pueden atragantarse de alimentos,  80 school 1 portion ipape from responsibe sources pastill curcumina), de trigo, mn, soro lácteo em pó, amido de arroz, emulsionante (lecitinas), corantes (vermelho de beterraba, carotenos, and be spentes de revestimento (cera de carnaúba, cera de abelhas branca), concentrados de vegetais (açafroa, rabanete), dodaortante: as crianças pequenas (menores de 4 anos) têm capacidade limitada de mastigação e podem"
es,,,,nestle,"en:beverages,en:dairies,en:dried-products,en:milks,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,en:milk-powders",,en:spain,,,,100g,100g,,428.0,10.0,g,6.9,g,63.8,g,63.8,g,0.0,g,20.7,g,0.6,g,0.24,g,428.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,unknown,,e,-20.0,1.0,19054.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Leche en polvo,
es,360,90g,"en:plastic,en:pp-polypropylene,en:green-dot,en:pap-21",nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-sandwiches",en:green-dot,"en:italy,en:spain",consum,"en:eggs,en:gluten,en:milk,en:nuts,en:soybeans,es:lactea,es:mantequilla","en:gluten,en:nuts,en:soybeans",100g,100g,1392.0,333.0,17.0,g,13.0,g,42.0,g,29.0,g,0.8,g,3.4,g,0.44,g,0.176,g,1392.0,kJ,,,,,,,,en:pp-5-polypropylene,,en:non-corrugated-cardboard,https://helados.nestle.es/nuestras-marcas/maxibon/maxibon-waffle-4,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",4.0,en:4-ultra-processed-food-and-drink-products,e,21.0,b,73.0,,39509.0,-5,-9,0,0,,"App - yuka, Apps, App - smoothie-openfoodfacts, App - Open Food Facts",Maxibon Waffle Blonde Caramel,"_Leche_ desnatada reconstituida, azúcar, harina de _trigo_, grasa vegetal (coco), jarabe de glucosa, manteca de cacao, agua, suero _lácteo_ en polvo, trozos de _avellanas_ tostadas, _mantequilla_, materia grasa _láctea_ anhidra, aceite de girasol, _leche_ desnatada en polvo, sal 0,4 %, _huevo_ en polvo, azúcar caramelizado 0,22 %, espesantes (goma garrofín, goma guar), emulgentes (monoglicéridos y diglicéridos de ácidos grasos, lecitinas (_soja_, girasol), E476), almidón de _trigo_, caramelo en polvo 0,1 % (azúcar, _leche_ desnatada en polvo), aromas naturales, aromas naturales de vainilla, azúcar de caña, extracto de malta de _cebada_, dextrosa, almidón de arroz, gasificante (carbonato ácido de sodio)."
es,,,,nestle,,"en:nutriscore,en:nutriscore-grade-d",en:spain,,,,100g,100g,,208.0,10.0,g,7.4,g,27.0,g,23.0,g,0.5,g,2.3,g,0.17,g,0.068,g,208.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Mikolapiz,
es,,,,nestle,,,en:spain,,,,100g,100g,,386.0,3.6,g,1.6,g,78.9,g,75.1,g,7.7,g,5.1,g,3.6,g,1.44,g,386.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Nesquik,
fr,(4 x 125 ,,"fr:pot-125g-en-plastique-a-jeter,fr:emballage-carton-a-recycler,fr:opercule-en-plastique-a-jeter",nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts","en:organic,en:eu-organic,en:fr-bio-01,en:made-in-france","en:belgium,en:france,en:spain",delhaize,en:milk,,100g,100g,,108.0,8.5,g,5.7,g,4.8,g,4.8,g,0.2,g,2.6,g,0.13,g,0.052,g,108.0,kcal,,,,,,,en:seal,en:plastic,en:pot,en:plastic,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",3.0,en:3-processed-foods,c,6.0,b,79.0,,19593.0,-5,-12,1,15,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - smoothie-openfoodfacts",YAOS Yaourt Grec nature Bio,"whole milk (83.8%), cream,quot, (15.1%) (milk), skimmed milk powder,quot,, lactic ferments,quot,from organic farming, milk from france,"
